       [,1] [,2] [,3]
  [1,]    3    3    8
  [2,]    3    7    5
  [3,]    3    4    8
  [4,]    3    7    8
  [5,]    3    6    6
  [6,]    3    7    6
  [7,]    3    4    7
  [8,]    3    5    4
  [9,]    8    3    6
 [10,]    7    3    3
 [11,]    8    3    7
 [12,]    5    3    6
 [13,]    4    3    4
 [14,]    3    3    5
 [15,]    7    3    6
 [16,]    5    3    7
 [17,]    4    5    3
 [18,]    4    4    3
 [19,]    8    3    3
 [20,]    8    6    3
 [21,]    6    8    3
 [22,]    4    6    3
 [23,]    6    3    3
 [24,]    6    6    3
 [25,]    4    7    4
 [26,]    4    8    6
 [27,]    4    8    8
 [28,]    4    3    5
 [29,]    4    6    8
 [30,]    4    6    5
 [31,]    4    8    7
 [32,]    4    4    6
 [33,]    8    4    8
 [34,]    8    4    6
 [35,]    5    4    8
 [36,]    6    4    8
 [37,]    8    4    5
 [38,]    8    4    3
 [39,]    4    4    5
 [40,]    7    4    5
 [41,]    7    3    4
 [42,]    6    7    4
 [43,]    4    6    4
 [44,]    4    4    4
 [45,]    8    5    4
 [46,]    6    3    4
 [47,]    7    8    4
 [48,]    6    8    4
 [49,]    5    8    6
 [50,]    5    8    8
 [51,]    5    4    5
 [52,]    5    6    4
 [53,]    5    5    8
 [54,]    5    3    5
 [55,]    5    4    6
 [56,]    5    7    5
 [57,]    4    5    5
 [58,]    7    5    7
 [59,]    4    5    4
 [60,]    8    5    3
 [61,]    6    5    3
 [62,]    5    5    5
 [63,]    8    5    7
 [64,]    5    5    4
 [65,]    3    5    5
 [66,]    8    3    5
 [67,]    4    7    5
 [68,]    6    4    5
 [69,]    8    5    5
 [70,]    4    8    5
 [71,]    6    8    5
 [72,]    7    7    5
 [73,]    6    4    4
 [74,]    6    7    7
 [75,]    6    5    7
 [76,]    6    3    6
 [77,]    6    8    8
 [78,]    6    6    6
 [79,]    6    7    5
 [80,]    6    5    5
 [81,]    7    6    6
 [82,]    7    6    5
 [83,]    5    6    3
 [84,]    5    6    8
 [85,]    6    6    5
 [86,]    7    6    4
 [87,]    4    6    6
 [88,]    5    6    6
 [89,]    6    7    6
 [90,]    7    7    6
 [91,]    8    7    6
 [92,]    5    5    6
 [93,]    6    8    6
 [94,]    8    5    6
 [95,]    5    7    6
 [96,]    8    6    6
 [97,]    7    6    7
 [98,]    7    8    3
 [99,]    7    4    4
[100,]    7    4    8
[101,]    7    5    6
[102,]    7    5    3
[103,]    7    8    6
[104,]    7    4    7
[105,]    3    7    3
[106,]    7    7    4
[107,]    5    7    4
[108,]    4    7    7
[109,]    7    7    8
[110,]    4    7    8
[111,]    5    7    7
[112,]    3    7    7
[113,]    3    6    7
[114,]    3    3    7
[115,]    6    4    7
[116,]    8    6    7
[117,]    7    3    7
[118,]    4    3    7
[119,]    8    7    7
[120,]    3    8    7
[121,]    8    8    7
[122,]    8    8    6
[123,]    8    6    5
[124,]    8    8    3
[125,]    8    4    4
[126,]    8    3    8
[127,]    8    5    8
[128,]    8    7    3
[129,]    5    8    7
[130,]    7    8    5
[131,]    3    8    8
[132,]    3    8    5
[133,]    6    8    7
[134,]    3    8    6
[135,]    3    8    4
[136,]    5    8    3
[137,]    6    5    8
[138,]    8    6    8
[139,]    8    8    8
[140,]    5    7    8
[141,]    4    5    8
[142,]    4    4    8
[143,]    8    7    8
[144,]    7    8    8
[145,]    6    5    4
[146,]    6    3    7
[147,]    5    3    8
[148,]    7    8    7
[149,]    5    6    5
[150,]    6    4    3
[151,]    8    6    4
[152,]    7    3    5
[153,]    4    5    6
[154,]    8    7    5
[155,]    8    7    4
[156,]    7    4    6
[157,]    7    7    7
[158,]    6    3    5
[159,]    5    5    7
[160,]    4    7    6
[161,]    3    5    7
[162,]    8    8    4
[163,]    7    5    8
[164,]    7    4    3
[165,]    3    3    3
[166,]    7    6    8
[167,]    6    7    8
[168,]    4    5    7
[169,]    6    4    6
[170,]    6    6    8
[171,]    3    6    5
[172,]    3    3    4
[173,]    3    6    3
[174,]    3    4    4
[175,]    6    6    7
[176,]    3    8    3
[177,]    5    4    4
[178,]    4    4    7
[179,]    5    4    3
[180,]    3    4    5
[181,]    5    5    3
[182,]    3    6    8
[183,]    4    3    8
[184,]    4    3    6
[185,]    3    3    6
[186,]    4    8    4
[187,]    5    3    4
[188,]    7    5    5
[189,]    6    5    6
[190,]    8    3    4
[191,]    5    4    7
[192,]    4    3    3
[193,]    3    6    4
[194,]    6    3    8
[195,]    3    5    3
[196,]    5    3    3
[197,]    3    4    6
[198,]    8    8    5
[199,]    4    6    7
[200,]    5    7    3
       [,1] [,2] [,3]
  [1,]    4    6    2
  [2,]    1    5    4
  [3,]    1    5    3
  [4,]    1    4    4
